100 3 10
Lordiphosa-clarofinis-Guizhou062018LC	0.210114	0.194429	0.204974	0.212502	0.191209	0.203604	0.180176	0.196705	0.206387	0.201619	0.206387	0	0.112243	0.182699	0.199098	0.199716	0.179768	0.197886	0.197886	0.210114	0.203604	0.207109	0.200342	0.204284	0.197292	0.200342	0.180587	0.182269	0.207109	0.200342	0.208588	0.0862491	0.199716	0.208588	0.200976	0.199716	0.202271	0.201619	0.208588	0.202271	0.205675	0.193331	0.0914296	0.204284	0.180587	0.202271	0.205675	0.199098	0.207842	0.198488	0.199098	0.210897	0.203604	0.208588	0.199098	0.183572	0.200976	0.202271	0.205675	0.200976	0.203604	0.204284	0.197886	0.206387	0.207842	0.200976	0.204284	0.209345	0.199098	0.175137	0.177782	0.197886	0.200342	0.202271	0.210114	0.199098	0.205675	0.205675	0.181421	0.199716	0.180587	0.204974	0.193331	0.196126	0.210114	0.180176	0.199716	0.200976	0.201619	0.201619	0.123418	0.205675	0.207109	0.199098	0.204284	0.198488	0.210897	0.203604	0.207109	0.200342
Lordiphosa-collinella-UCKTSapporo052019LC	0.214163	0.197292	0.207109	0.214163	0.197886	0.203604	0.187235	0.202933	0.206387	0.200342	0.206387	0.112243	0	0.185367	0.208588	0.197886	0.184014	0.196126	0.204974	0.210897	0.204284	0.210114	0.199098	0.201619	0.196705	0.204974	0.185367	0.187713	0.209345	0.199098	0.212502	0.122949	0.200976	0.204284	0.204284	0.199098	0.199098	0.207109	0.202933	0.204284	0.197886	0.196705	0.109588	0.203604	0.185827	0.205675	0.206387	0.199098	0.206387	0.199098	0.203604	0.212502	0.205675	0.209345	0.199098	0.184461	0.197886	0.206387	0.205675	0.202271	0.205675	0.204284	0.200976	0.208588	0.204974	0.207842	0.202271	0.202933	0.203604	0.180176	0.183572	0.198488	0.196705	0.203604	0.212502	0.196126	0.202271	0.197886	0.18918	0.197886	0.185827	0.200342	0.197292	0.191209	0.202933	0.191209	0.201619	0.206387	0.197886	0.204974	0.12237	0.204974	0.204974	0.197292	0.202271	0.202933	0.208588	0.207109	0.201619	0.199098
Drosophila-willistoni-14030-0811-17	0.200976	0.191209	0.194988	0.217673	0.191731	0.194988	0.126593	0.18918	0.198488	0.192258	0.199716	0.182699	0.185367	0	0.195553	0.193877	0.0135755	0.186761	0.190693	0.200342	0.190693	0.197292	0.196705	0.186292	0.194429	0.193877	0.0559757	0.0699987	0.196705	0.190693	0.202271	0.191731	0.187235	0.197886	0.198488	0.196705	0.194988	0.196705	0.186292	0.18918	0.193877	0.195553	0.182699	0.18918	0.0615322	0.188686	0.193331	0.194988	0.190183	0.194429	0.193331	0.198488	0.195553	0.193877	0.188686	0.0570057	0.194988	0.197292	0.199716	0.18918	0.195553	0.18918	0.188197	0.194988	0.199716	0.196126	0.194988	0.199098	0.193331	0.106524	0.106524	0.192791	0.190183	0.193331	0.199098	0.191731	0.196705	0.188686	0.125099	0.194429	0.124371	0.194988	0.191209	0.186761	0.196126	0.125222	0.196126	0.207842	0.196705	0.193331	0.180176	0.199098	0.199716	0.196705	0.197292	0.196705	0.193877	0.194429	0.194988	0.191209
Drosophila-immigrans-15111-1731.12	0.148731	0.191209	0.210114	0.218593	0.194988	0.200342	0.189679	0.16322	0.16437	0.196705	0.210114	0.199098	0.208588	0.195553	0	0.202933	0.191209	0.165848	0.201619	0.162376	0.133125	0.162655	0.159146	0.164955	0.194988	0.207109	0.197292	0.200342	0.203604	0.165251	0.157865	0.212502	0.147304	0.206387	0.200976	0.204974	0.200342	0.162937	0.162098	0.14791	0.204284	0.200342	0.209345	0.194429	0.196705	0.15307	0.165549	0.196705	0.164662	0.194988	0.162098	0.16437	0.189679	0.16322	0.165848	0.197886	0.192258	0.162376	0.161274	0.161822	0.156865	0.159669	0.199098	0.163791	0.159669	0.0100207	0.202271	0.203604	0.162098	0.186292	0.189679	0.206387	0.165251	0.129199	0.162098	0.165848	0.200976	0.167067	0.194988	0.197292	0.188197	0.198488	0.199716	0.193877	0.198488	0.192791	0.161274	0.207842	0.194429	0.166759	0.196126	0.199098	0.200976	0.169931	0.207842	0.204974	0.161822	0.204974	0.198488	0.196705
Drosophila-kurseongensis-SaPa58	0.212502	0.167376	0.121346	0.227796	0.0944377	0.117475	0.196126	0.199716	0.202271	0.169931	0.11894	0.199716	0.197886	0.193877	0.202933	0	0.192258	0.199098	0.108236	0.209345	0.202271	0.201619	0.206387	0.199098	0.13759	0.120236	0.192258	0.194429	0.115072	0.202933	0.201619	0.215885	0.194988	0.119583	0.153528	0.110106	0.0416114	0.206387	0.201619	0.196705	0.11566	0.116157	0.202271	0.139916	0.197292	0.197292	0.207842	0.168002	0.200976	0.14043	0.199098	0.205675	0.170592	0.203604	0.204284	0.195553	0.136157	0.200342	0.202271	0.199716	0.207109	0.202271	0.11028	0.201619	0.202271	0.200976	0.148319	0.149356	0.199098	0.18918	0.190693	0.0466842	0.206387	0.202933	0.207109	0.200342	0.150633	0.206387	0.199098	0.169604	0.192258	0.151946	0.103071	0.137107	0.148731	0.199098	0.202271	0.210897	0.139239	0.204974	0.193331	0.151946	0.150633	0.202271	0.115957	0.043149	0.202271	0.121459	0.14791	0.170592
Drosophila-willistoni-14030-0811-00	0.199098	0.187235	0.195553	0.210897	0.187713	0.194429	0.124371	0.188197	0.199098	0.18918	0.199098	0.179768	0.184014	0.0135755	0.191209	0.192258	0	0.184014	0.186292	0.199098	0.190183	0.196126	0.195553	0.181843	0.192791	0.194429	0.0548681	0.0689745	0.199098	0.192791	0.197886	0.187235	0.186761	0.196705	0.195553	0.194988	0.190693	0.193877	0.187235	0.185827	0.192791	0.191731	0.181843	0.186761	0.0606402	0.187235	0.193877	0.192258	0.188197	0.190693	0.190183	0.195553	0.193877	0.194429	0.186761	0.0563528	0.192791	0.193877	0.197886	0.186761	0.193877	0.196126	0.186292	0.194429	0.199716	0.191731	0.193877	0.194988	0.190183	0.104724	0.104419	0.191209	0.186292	0.191731	0.197886	0.186761	0.194988	0.186761	0.124855	0.191209	0.12214	0.194429	0.190183	0.183134	0.194988	0.123892	0.190183	0.199716	0.194429	0.191731	0.175137	0.196126	0.200342	0.192258	0.196705	0.193331	0.194429	0.192791	0.190693	0.187235
Drosophila-mojavensis-15081-1352-22	0.169279	0.186292	0.206387	0.208588	0.200342	0.201619	0.180587	0.140086	0.168636	0.196705	0.207109	0.197886	0.196126	0.186761	0.165848	0.199098	0.184014	0	0.204284	0.166453	0.161274	0.169604	0.164079	0.158373	0.202933	0.204284	0.18918	0.184014	0.211692	0.156373	0.168002	0.206387	0.165251	0.206387	0.198488	0.204284	0.200342	0.168636	0.143092	0.167376	0.202933	0.202271	0.197886	0.198488	0.186761	0.168002	0.168002	0.198488	0.141653	0.195553	0.166759	0.165549	0.194988	0.165251	0.100916	0.192791	0.196705	0.168318	0.168002	0.169604	0.16437	0.16437	0.191731	0.167688	0.169279	0.165848	0.207109	0.208588	0.166759	0.182699	0.186761	0.204974	0.155887	0.166759	0.167067	0.159146	0.204974	0.157113	0.18918	0.194988	0.178567	0.203604	0.202933	0.193331	0.202933	0.184014	0.168002	0.202933	0.193331	0.161274	0.192791	0.200342	0.207109	0.164955	0.202933	0.198488	0.167067	0.207842	0.202271	0.197292
Drosophila-ficusphila-14025-0441-05	0.207842	0.165848	0.120566	0.227796	0.113729	0.121459	0.18918	0.198488	0.198488	0.169604	0.120566	0.197886	0.204974	0.190693	0.201619	0.108236	0.186292	0.204284	0	0.199098	0.199098	0.206387	0.200976	0.198488	0.137753	0.119583	0.191209	0.191731	0.119692	0.208588	0.199716	0.209345	0.197886	0.119047	0.149566	0.116157	0.107658	0.199716	0.201619	0.199098	0.117888	0.120018	0.201619	0.139071	0.192791	0.195553	0.198488	0.16437	0.202271	0.141125	0.193331	0.200976	0.166453	0.197292	0.202271	0.194988	0.136948	0.198488	0.200342	0.196705	0.204284	0.202271	0.114587	0.202271	0.202271	0.199098	0.147505	0.149146	0.193331	0.187713	0.188686	0.110368	0.208588	0.207842	0.199098	0.204284	0.150633	0.204974	0.193877	0.167067	0.188197	0.152169	0.107331	0.138572	0.149146	0.196705	0.204284	0.217673	0.140258	0.205675	0.193877	0.146116	0.150633	0.201619	0.116963	0.10976	0.202271	0.120899	0.146116	0.169604
Zaprionus-indianus-RCR04	0.162376	0.192258	0.205675	0.190183	0.203604	0.202933	0.196126	0.165549	0.0712521	0.204974	0.204284	0.210114	0.210897	0.200342	0.162376	0.209345	0.199098	0.166453	0.199098	0	0.152392	0.0655091	0.109674	0.172635	0.204284	0.202933	0.204284	0.199098	0.215885	0.172635	0.106684	0.218593	0.16322	0.200342	0.211692	0.213325	0.213325	0.0656822	0.168956	0.164662	0.207842	0.210897	0.209345	0.203604	0.197292	0.162376	0.0193651	0.199716	0.165251	0.204284	0.106524	0.0160035	0.200342	0.0180288	0.169604	0.203604	0.203604	0.0672166	0.0650232	0.108991	0.167376	0.0715551	0.207842	0.0471568	0.0641811	0.162376	0.215885	0.214163	0.106524	0.197886	0.200976	0.207109	0.172635	0.159669	0.0166004	0.171944	0.206387	0.172635	0.203604	0.197886	0.191209	0.207842	0.207842	0.198488	0.210114	0.197292	0.169279	0.212502	0.206387	0.172984	0.205675	0.209345	0.213325	0.171944	0.204284	0.211692	0.0687855	0.201619	0.215016	0.200976
Drosophila-funebris-fst01	0.126974	0.195553	0.199716	0.213325	0.204974	0.202271	0.179364	0.15307	0.156373	0.202933	0.204284	0.203604	0.204284	0.190693	0.133125	0.202271	0.190183	0.161274	0.199098	0.152392	0	0.149777	0.152169	0.156865	0.202271	0.199716	0.192791	0.188686	0.204974	0.161274	0.154928	0.217673	0.13084	0.200342	0.202933	0.210897	0.201619	0.154457	0.15399	0.129876	0.205675	0.207109	0.204284	0.200342	0.189679	0.133125	0.152169	0.198488	0.15307	0.197886	0.152169	0.151504	0.192791	0.150203	0.155887	0.194429	0.197886	0.15307	0.149146	0.151285	0.150203	0.153298	0.200342	0.151504	0.152169	0.13342	0.204974	0.208588	0.152169	0.184014	0.187713	0.202933	0.154457	0.132111	0.150417	0.161274	0.205675	0.156129	0.187235	0.199716	0.184014	0.205675	0.207842	0.190693	0.207109	0.189679	0.155166	0.204974	0.203604	0.162655	0.198488	0.198488	0.207109	0.161547	0.205675	0.203604	0.151946	0.202271	0.201619	0.198488
Zaprionus-davidi-jd01d	0.162655	0.198488	0.196126	0.210114	0.204284	0.194988	0.189679	0.166453	0.0474985	0.206387	0.201619	0.207109	0.210114	0.197292	0.162655	0.201619	0.196126	0.169604	0.206387	0.0655091	0.149777	0	0.107905	0.169931	0.206387	0.197886	0.203604	0.200976	0.213325	0.169931	0.106684	0.221466	0.161822	0.196126	0.210897	0.213325	0.200342	0.0455806	0.168318	0.164079	0.199098	0.197292	0.206387	0.202933	0.198488	0.167688	0.0651655	0.204284	0.169279	0.199098	0.105654	0.0651085	0.200342	0.0633579	0.168318	0.203604	0.202933	0.0464672	0.0348582	0.107412	0.167067	0.0687228	0.204974	0.0662942	0.0353071	0.162655	0.207842	0.209345	0.105654	0.190693	0.194988	0.199098	0.169931	0.162376	0.0648815	0.170592	0.200342	0.17026	0.198488	0.202933	0.190693	0.210897	0.207109	0.199098	0.211692	0.197886	0.163504	0.209345	0.202271	0.171263	0.199098	0.202271	0.211692	0.174771	0.197886	0.202271	0.0488306	0.197886	0.212502	0.200976
Zaprionus-inermis-18BSZ10	0.162937	0.196126	0.200342	0.212502	0.204284	0.200342	0.18918	0.164955	0.110631	0.195553	0.207842	0.200342	0.199098	0.196705	0.159146	0.206387	0.195553	0.164079	0.200976	0.109674	0.152169	0.107905	0	0.171263	0.203604	0.199716	0.199716	0.194429	0.206387	0.170926	0.110193	0.210114	0.159933	0.203604	0.205675	0.205675	0.199098	0.105889	0.166759	0.161274	0.200342	0.205675	0.204284	0.206387	0.192791	0.163791	0.110019	0.200976	0.167688	0.200976	0.0848014	0.108738	0.199716	0.108236	0.166453	0.199098	0.198488	0.10725	0.105732	0.0874458	0.164662	0.108822	0.198488	0.108403	0.104878	0.161003	0.211692	0.209345	0.0848014	0.189679	0.196126	0.206387	0.167688	0.161822	0.109076	0.170592	0.205675	0.170592	0.197886	0.200342	0.191209	0.209345	0.199716	0.200342	0.209345	0.202271	0.170592	0.210114	0.202933	0.169604	0.197886	0.207842	0.210114	0.174048	0.202271	0.205675	0.108487	0.201619	0.210897	0.193331
Drosophila-grimshawi-15287-2541-00	0.170592	0.186292	0.203604	0.218593	0.197886	0.202933	0.182269	0.149146	0.168636	0.197292	0.206387	0.204284	0.201619	0.186292	0.164955	0.199098	0.181843	0.158373	0.198488	0.172635	0.156865	0.169931	0.171263	0	0.197292	0.208588	0.190693	0.184014	0.208588	0.138572	0.165848	0.220489	0.165251	0.207109	0.195553	0.202271	0.203604	0.167688	0.151285	0.164955	0.204974	0.198488	0.203604	0.197886	0.188686	0.170926	0.171944	0.189679	0.152392	0.197886	0.166759	0.170926	0.189679	0.170926	0.158119	0.191731	0.198488	0.168002	0.168956	0.170926	0.159669	0.169604	0.196126	0.168636	0.168956	0.164662	0.206387	0.196126	0.166759	0.185827	0.18918	0.202933	0.033323	0.16437	0.172984	0.140603	0.196705	0.0330213	0.193877	0.190183	0.184461	0.193877	0.199098	0.193877	0.199716	0.188686	0.177782	0.204284	0.196705	0.148319	0.195553	0.201619	0.202271	0.148114	0.204284	0.206387	0.167376	0.210114	0.199098	0.196126
Drosophila-triauraria-14028-0691-9	0.209345	0.167067	0.148114	0.220489	0.13759	0.146706	0.194429	0.206387	0.204284	0.175137	0.147505	0.197292	0.196705	0.194429	0.194988	0.13759	0.192791	0.202933	0.137753	0.204284	0.202271	0.206387	0.203604	0.197292	0	0.147104	0.195553	0.192791	0.147104	0.208588	0.203604	0.207109	0.206387	0.146905	0.153758	0.142728	0.136788	0.197886	0.204284	0.199098	0.145341	0.13342	0.201619	0.100221	0.202271	0.208588	0.203604	0.170592	0.207842	0.10359	0.199716	0.201619	0.173336	0.202933	0.197886	0.197292	0.064098	0.202933	0.201619	0.204284	0.207109	0.202933	0.141476	0.201619	0.204284	0.193877	0.152169	0.153758	0.199716	0.189679	0.191731	0.137107	0.206387	0.207842	0.202271	0.203604	0.153298	0.205675	0.195553	0.171263	0.192791	0.154223	0.137753	0.0989987	0.153298	0.194429	0.201619	0.210897	0.102704	0.202933	0.199716	0.152392	0.154223	0.207842	0.14346	0.137753	0.204974	0.149146	0.149566	0.175506
Drosophila-teissieri-CT02	0.215016	0.173336	0.0118108	0.25242	0.122949	0.0749829	0.192791	0.199716	0.197886	0.172288	0.0691327	0.200342	0.204974	0.193877	0.207109	0.120236	0.194429	0.204284	0.119583	0.202933	0.199716	0.197886	0.199716	0.208588	0.147104	0	0.193877	0.198488	0.12214	0.205675	0.197886	0.218593	0.201619	0.0759559	0.157362	0.118728	0.118411	0.200342	0.204284	0.204284	0.0735677	0.129604	0.207842	0.146509	0.197886	0.202933	0.202271	0.171944	0.199716	0.142547	0.198488	0.206387	0.173336	0.198488	0.205675	0.195553	0.144959	0.199716	0.197292	0.194429	0.207109	0.193877	0.118834	0.199098	0.193877	0.208588	0.153758	0.155166	0.198488	0.18918	0.187713	0.121572	0.208588	0.207109	0.202933	0.210114	0.155887	0.209345	0.194988	0.175506	0.194429	0.156619	0.112061	0.144959	0.154928	0.197886	0.206387	0.232543	0.142367	0.208588	0.197886	0.155405	0.158373	0.208588	0.0724096	0.120677	0.202271	0.0452584	0.15399	0.17026
